,S1Temp,S2Temp,S3Temp,S1Light,S2Light,S3Light,PIR1,PIR2,Persons,Overcrowded,Slope_CO2,Parts of the day
1223,0.06,0.06,0.18,20,22,98,0,0,0,0,0.0,2
1224,0.03,0.0,0.05,20,22,100,0,0,0,0,-5.0,2
1225,0.03,0.12,0.02,20,22,98,0,0,0,0,0.0,2
1226,0.0,0.11,0.08,20,22,98,0,0,0,0,0.0,2
1227,0.17,-0.01,0.08,20,22,98,0,0,0,0,0.0,2
1228,0.06,0.05,0.09,20,22,100,0,0,0,0,5.0,2
1229,0.03,0.15,0.03,20,22,98,0,0,0,0,0.0,2
1230,0.03,0.04,0.05,20,22,98,0,0,0,0,0.0,2
1231,0.0,0.03,0.04,20,22,100,0,0,0,0,0.0,2
1232,-0.03,-0.05,0.06,20,22,102,0,0,0,0,0.0,2
1233,0.06,-0.03,0.02,20,24,104,0,0,0,0,0.0,2
1234,0.0,0.05,0.01,20,24,106,0,0,0,0,-5.0,2
1235,-0.09,0.09,0.09,22,24,106,0,0,0,0,0.0,2
1236,-0.01,-0.05,0.08,22,24,106,0,0,0,0,-5.0,2
1237,0.04,0.02,0.12,22,24,106,0,0,0,0,0.0,2
1238,-0.03,-0.07,0.13,22,24,106,0,0,0,0,5.0,2
1239,0.02,-0.02,0.07,22,24,106,0,0,0,0,0.0,2
1240,0.03,0.06,0.01,22,24,106,0,0,0,0,0.0,2
1241,-0.03,0.04,0.04,22,24,106,0,0,0,0,5.0,2
1242,0.03,0.04,0.01,20,22,100,0,0,0,0,-5.0,2
1243,0.03,-0.01,0.2,20,24,102,0,0,0,0,0.0,2
1244,0.04,0.01,0.13,20,22,102,0,0,0,0,-5.0,2
1245,0.1,0.02,0.02,20,22,98,0,0,0,0,-5.0,2
1246,0.13,0.05,0.06,20,22,100,0,0,0,0,0.0,2
1247,0.06,-0.05,-0.04,20,22,100,0,0,0,0,0.0,2
1248,0.08,0.01,0.12,20,22,100,0,0,0,0,5.0,2
1249,0.03,-0.03,0.11,20,22,102,0,0,0,0,5.0,2
1250,0.07,0.05,0.0,20,24,102,0,0,0,0,5.0,2
1251,0.06,0.04,0.12,20,24,102,0,0,0,0,0.0,2
1252,0.17,0.0,0.06,20,24,100,0,0,0,0,5.0,2
1253,0.01,0.03,0.16,20,24,102,0,0,0,0,0.0,2
1254,0.0,0.0,0.04,20,24,104,0,0,0,0,0.0,2
1255,0.01,0.0,0.17,20,24,102,0,0,0,0,5.0,2
1256,0.02,-0.04,0.02,20,24,100,0,0,0,0,5.0,2
1257,0.08,0.0,-0.01,20,22,100,0,0,0,0,5.0,2
1258,0.06,-0.01,0.04,20,22,98,0,0,0,0,5.0,2
1259,0.15,0.06,0.13,20,22,100,0,0,0,0,0.0,2
1260,0.0,-0.02,0.09,20,22,102,0,0,0,0,0.0,2
1261,-0.01,-0.04,-0.02,20,24,102,0,0,0,0,5.0,2
1262,0.02,-0.07,-0.02,20,24,106,0,0,0,0,5.0,2
1263,0.09,-0.06,0.04,22,26,106,0,0,0,0,5.0,2
1264,0.0,-0.07,0.03,22,24,106,0,0,0,0,5.0,2
1265,0.13,-0.04,0.07,20,24,102,0,0,0,0,5.0,2
1266,-0.03,-0.05,0.05,20,24,104,0,0,0,0,5.0,2
1267,-0.01,0.0,0.05,22,24,106,0,0,0,0,0.0,2
1268,0.0,-0.04,0.13,22,24,106,0,0,0,0,0.0,2
1269,0.03,0.11,0.07,22,24,106,0,0,0,0,0.0,2
1270,0.02,-0.07,0.11,22,24,106,0,0,0,0,-5.0,2
1271,0.04,0.0,0.04,22,24,106,0,0,0,0,0.0,2
1272,-0.03,0.03,0.0,22,26,106,0,0,0,0,0.0,2
1273,0.07,0.14,-0.01,22,26,108,0,0,0,0,0.0,2
1274,0.1,0.12,0.03,22,26,108,0,0,0,0,5.0,2
1275,0.11,-0.04,0.08,22,26,108,0,0,0,0,0.0,2
1276,0.14,-0.03,0.03,22,26,108,0,0,0,0,5.0,2
1277,0.06,-0.02,0.06,22,26,108,0,0,0,0,5.0,2
1278,0.13,-0.08,0.07,26,28,120,0,0,0,0,0.0,2
1279,0.09,-0.12,0.02,26,28,116,0,0,0,0,5.0,2
1280,0.01,0.06,0.11,24,28,114,0,0,0,0,5.0,2
1281,0.09,-0.01,0.12,24,28,116,0,0,0,0,5.0,2
1282,0.03,0.1,0.11,26,28,118,0,0,0,0,5.0,2
1283,0.05,0.07,0.06,24,28,114,0,0,0,0,0.0,2
1284,0.05,-0.05,0.03,24,28,108,0,0,0,0,5.0,2
1285,0.07,0.0,-0.02,24,28,110,0,0,0,0,5.0,2
1286,0.06,0.07,0.01,24,28,114,0,0,0,0,5.0,2
1287,0.03,0.04,-0.03,24,28,116,0,0,0,0,0.0,2
1288,0.11,0.04,0.1,24,28,114,0,0,0,0,0.0,2
1289,0.11,0.12,0.02,24,28,108,0,0,0,0,-5.0,2
1290,0.01,-0.02,0.08,24,26,108,0,0,0,0,-5.0,2
1291,0.11,-0.05,0.15,22,26,108,0,0,0,0,0.0,2
1292,0.02,0.06,0.13,22,26,108,0,0,0,0,0.0,2
1293,0.01,0.07,0.02,22,26,108,0,0,0,0,-5.0,2
1294,0.06,0.11,-0.01,22,26,108,0,0,0,0,5.0,2
1295,0.11,0.02,0.13,22,26,110,0,0,0,0,0.0,2
1296,-0.01,0.05,0.02,24,26,112,0,0,0,0,-5.0,2
1297,0.04,0.07,0.13,24,26,110,0,0,0,0,0.0,2
1298,0.02,0.01,0.12,24,28,110,0,0,0,0,0.0,2
1299,0.05,0.09,0.08,24,28,114,0,0,0,0,0.0,2
1300,0.1,0.01,0.04,24,28,114,0,0,0,0,0.0,2
1301,0.02,0.0,0.03,24,30,120,0,0,0,0,-5.0,2
1302,-0.02,0.03,0.12,26,30,122,0,0,0,0,-5.0,2
1303,0.14,0.06,0.0,26,28,118,0,0,0,0,5.0,2
1304,0.13,-0.02,0.05,26,28,118,0,0,0,0,5.0,2
1305,0.13,0.01,-0.01,26,28,118,0,0,0,0,0.0,2
1306,-0.03,0.11,0.1,26,28,118,0,0,0,0,-5.0,2
1307,0.03,0.01,0.08,26,28,118,0,0,0,0,-5.0,2
1308,0.07,0.07,0.12,26,28,120,0,0,0,0,0.0,2
1309,-0.05,0.06,0.09,26,28,118,0,0,0,0,-5.0,2
1310,0.03,0.08,0.09,26,28,118,0,0,0,0,-5.0,2
1311,0.08,0.04,0.12,26,28,116,0,0,0,0,-5.0,2
1312,0.04,0.12,0.16,26,28,114,0,0,0,0,-5.0,2
1313,0.06,0.11,0.05,26,28,116,0,0,0,0,-5.0,2
1314,0.1,0.13,0.14,26,28,118,0,0,0,0,0.0,2
1315,-0.04,0.1,0.08,26,28,118,0,0,0,0,0.0,2
1316,0.05,0.07,0.09,26,28,118,0,0,0,0,0.0,2
1317,0.05,0.0,0.1,26,28,118,0,0,0,0,0.0,2
1318,0.02,0.15,0.06,26,28,118,0,0,0,0,0.0,2
1319,-0.05,0.0,0.03,26,28,118,0,0,0,0,0.0,2
1320,0.07,0.12,0.13,26,28,118,0,0,0,0,5.0,2
1321,-0.01,0.07,0.17,26,30,122,0,0,0,0,0.0,2
1322,0.05,0.0,0.12,28,30,122,0,0,0,0,-5.0,2
1323,-0.05,-0.01,0.08,28,30,126,0,0,0,0,-5.0,2
1324,0.02,-0.03,0.15,28,30,128,0,0,0,0,-5.0,2
1325,-0.01,0.02,0.14,28,32,128,0,0,0,0,0.0,2
1326,-0.08,0.05,0.1,28,30,128,0,0,0,0,0.0,2
1327,-0.07,0.06,0.11,28,32,128,0,0,0,0,0.0,2
1328,-0.02,0.12,0.07,28,32,128,0,0,0,0,0.0,2
1329,-0.06,0.06,0.15,28,32,128,0,0,0,0,0.0,2
1330,-0.03,0.0,0.02,28,32,128,0,0,0,0,0.0,2
1331,-0.09,0.05,0.03,28,32,130,0,0,0,0,0.0,2
1332,0.04,-0.03,0.08,28,32,128,0,0,0,0,0.0,2
1333,0.09,0.03,0.15,28,30,128,0,0,0,0,5.0,2
1334,0.06,0.12,0.21,28,30,128,0,0,0,0,0.0,2
1335,0.01,-0.02,0.05,28,32,126,0,0,0,0,0.0,2
1336,-0.02,0.0,0.03,28,30,126,0,0,0,0,0.0,2
1337,0.05,0.07,0.12,28,30,126,0,0,0,0,0.0,2
1338,-0.08,0.01,0.09,28,32,128,0,0,0,0,0.0,2
1339,-0.01,-0.04,0.07,28,32,128,0,0,0,0,5.0,2
1340,0.04,0.1,0.14,28,32,130,0,0,0,0,5.0,2
1341,-0.03,0.13,0.05,28,32,130,0,0,0,0,0.0,2
1342,0.06,-0.02,-0.03,28,32,128,0,0,0,0,5.0,2
1343,0.04,0.08,0.08,28,32,128,0,0,0,0,5.0,2
1344,-0.06,-0.04,0.13,28,32,130,0,0,0,0,0.0,2
1345,-0.08,0.04,0.0,28,32,130,0,0,0,0,0.0,2
1346,0.06,-0.01,0.08,28,32,130,0,0,0,0,5.0,2
1347,-0.02,0.05,0.08,28,32,130,0,0,0,0,0.0,2
1348,-0.04,0.03,0.05,28,32,130,0,0,0,0,0.0,2
1349,-0.03,0.0,0.15,28,32,130,0,0,0,0,-5.0,2
1350,0.02,0.01,0.07,28,32,130,0,0,0,0,0.0,2
1351,-0.05,0.06,0.07,28,32,126,0,0,0,0,5.0,2
1352,0.05,0.03,0.02,28,30,124,0,0,0,0,5.0,2
1353,-0.02,0.01,0.12,28,30,124,0,0,0,0,0.0,2
1354,-0.06,0.06,0.1,28,30,126,0,0,0,0,0.0,2
1355,-0.06,0.04,0.04,28,30,124,0,0,0,0,0.0,2
1356,0.03,0.0,0.03,28,30,124,0,0,0,0,5.0,2
1357,0.04,0.06,0.06,28,30,124,0,0,0,0,5.0,2
1358,0.0,0.02,0.14,28,30,126,0,0,0,0,0.0,2
1359,0.08,-0.04,0.06,28,32,128,0,0,0,0,5.0,2
1360,0.03,0.0,0.06,28,32,130,0,0,0,0,5.0,2
1361,0.06,0.03,0.1,28,32,130,0,0,0,0,5.0,2
1362,-0.02,-0.05,0.01,28,32,130,0,0,0,0,0.0,2
1363,-0.01,-0.06,0.09,28,32,130,0,0,0,0,5.0,2
1364,-0.03,-0.04,0.11,28,32,130,0,0,0,0,0.0,2
1365,-0.06,-0.07,0.17,28,32,130,0,0,0,0,-5.0,2
1366,0.05,0.03,0.03,28,32,130,0,0,0,0,-5.0,2
1367,0.03,0.02,0.12,28,32,130,0,0,0,0,0.0,2
1368,0.06,-0.07,0.05,28,32,130,0,0,0,0,0.0,2
1369,0.1,0.01,0.13,28,34,130,0,0,0,0,0.0,2
1370,0.05,0.04,0.08,28,32,130,0,0,0,0,-5.0,2
1371,0.04,0.04,-0.01,28,32,128,0,0,0,0,0.0,2
1372,0.11,0.03,0.07,28,32,128,0,0,0,0,5.0,2
1373,0.06,-0.02,0.14,28,32,128,0,0,0,0,0.0,2
1374,0.01,0.11,-0.01,28,32,126,0,0,0,0,5.0,2
1375,0.07,0.02,0.06,28,30,124,0,0,0,0,0.0,2
1376,0.07,0.01,0.05,28,30,122,0,0,0,0,0.0,2
1377,0.0,0.03,0.11,28,30,126,0,1,1,0,0.0,2
1378,0.09,0.16,-0.01,216,68,128,0,1,1,0,0.0,2
1379,0.08,0.14,0.06,230,70,130,1,0,1,0,0.0,2
1380,0.12,0.08,0.15,238,70,128,1,0,1,0,0.0,2
1381,0.12,0.07,0.14,240,72,130,0,0,1,0,0.0,2
1382,0.07,0.11,0.02,244,72,136,0,0,1,0,0.0,2
1383,0.06,0.07,0.04,242,72,134,0,0,1,0,0.0,2
1384,0.11,0.0,-0.01,246,74,136,0,0,1,0,0.0,2
1385,0.17,0.15,0.13,246,72,136,0,0,1,0,0.0,2
1386,0.17,0.07,0.15,246,72,130,0,0,1,0,0.0,2
1387,0.14,0.03,0.08,242,70,130,0,0,1,0,0.0,2
1388,0.22,0.08,0.0,244,70,128,0,0,1,0,0.0,2
1389,0.21,0.05,0.15,244,72,130,1,0,1,0,0.0,2
1390,0.22,0.07,0.06,242,72,130,1,0,1,0,0.0,2
1391,0.22,0.02,0.01,246,72,132,0,1,1,0,0.0,3
1392,0.13,0.07,0.24,246,72,136,0,1,1,0,0.0,3
1393,0.22,0.02,0.08,246,72,136,0,0,1,0,0.0,3
1394,0.18,0.02,0.01,246,72,134,1,0,1,0,0.0,3
1395,0.26,0.01,0.12,246,72,132,0,0,1,0,5.0,3
1396,0.26,0.03,0.07,246,72,130,1,0,1,0,0.0,3
1397,0.25,0.02,0.02,246,72,130,0,0,1,0,0.0,3
1398,0.34,0.05,0.01,246,72,130,1,0,1,0,0.0,3
1399,0.26,0.01,-0.02,246,72,130,0,0,1,0,5.0,3
1400,0.26,0.04,0.11,246,70,130,0,0,1,0,0.0,3
1401,0.26,0.01,0.16,246,72,130,1,0,1,0,0.0,3
1402,0.25,0.04,0.17,244,70,128,0,0,1,0,0.0,3
1403,0.24,0.06,0.04,246,72,130,0,0,1,0,0.0,3
1404,0.24,-0.02,0.09,246,72,130,1,0,1,0,0.0,3
1405,0.28,0.16,0.14,248,74,132,0,0,1,0,0.0,3
1406,0.3,0.08,0.14,248,74,138,1,0,1,0,5.0,3
1407,0.22,0.05,0.09,248,76,140,0,0,1,0,5.0,3
1408,0.26,0.06,0.02,248,76,142,0,0,1,0,5.0,3
1409,0.18,0.09,0.09,248,76,144,0,0,1,0,5.0,3
1410,0.23,0.15,0.09,248,74,140,0,0,1,0,5.0,3
1411,0.2,0.14,0.12,248,74,140,0,0,1,0,5.0,3
1412,0.27,0.18,0.1,248,74,140,0,0,1,0,10.0,3
1413,0.22,0.2,0.14,248,74,140,0,0,1,0,5.0,3
1414,0.4,0.08,0.02,248,74,140,1,0,1,0,5.0,3
1415,0.36,0.13,0.03,248,74,142,1,0,1,0,10.0,3
1416,0.26,0.1,0.17,248,74,140,1,0,1,0,10.0,3
1417,0.26,0.14,0.07,248,76,140,1,0,1,0,5.0,3
1418,0.24,0.18,0.07,248,76,140,1,0,1,0,5.0,3
1419,0.28,0.05,0.15,246,74,140,0,0,1,0,5.0,3
1420,0.29,0.06,0.0,246,74,140,1,0,1,0,10.0,3
1421,0.31,0.14,0.06,246,74,140,0,0,1,0,5.0,3
1422,0.22,0.12,0.09,244,72,132,0,0,1,0,5.0,3
1423,0.29,0.16,0.08,246,74,132,1,0,1,0,15.0,3
1424,0.23,-0.01,0.2,244,72,132,1,0,1,0,10.0,3
1425,0.26,0.17,0.05,246,74,134,0,0,1,0,5.0,3
1426,0.31,0.06,0.1,246,74,136,1,0,1,0,10.0,3
1427,0.34,0.04,0.11,244,74,134,0,0,1,0,10.0,3
1428,0.19,-0.04,0.21,244,74,134,1,0,1,0,10.0,3
1429,0.22,0.0,0.03,244,74,134,1,0,1,0,10.0,3
1430,0.28,-0.01,0.09,246,74,132,0,0,1,0,10.0,3
1431,0.28,0.07,0.03,244,72,132,1,0,1,0,10.0,3
1432,0.23,0.0,0.17,244,72,130,1,0,1,0,10.0,3
1433,0.3,0.05,0.12,246,74,132,0,0,1,0,10.0,3
1434,0.24,0.06,0.16,246,74,134,1,0,1,0,10.0,3
1435,0.19,0.05,0.15,246,74,136,0,0,1,0,10.0,3
1436,0.26,0.09,0.07,248,76,140,0,0,1,0,10.0,3
1437,0.14,0.05,0.16,248,76,144,0,0,1,0,10.0,3
1438,0.23,0.04,0.09,248,76,142,1,0,1,0,10.0,3
1439,0.18,0.11,0.09,248,76,144,1,0,1,0,10.0,3
1440,0.17,0.02,0.12,248,76,142,1,0,1,0,10.0,3
1441,0.14,0.09,0.04,248,76,142,0,0,1,0,10.0,3
1442,0.21,0.05,0.05,248,76,144,0,0,1,0,10.0,3
1443,0.1,0.09,0.13,248,76,144,0,0,1,0,10.0,3
1444,0.29,0.12,0.04,248,76,144,0,0,1,0,10.0,3
1445,0.23,0.09,0.12,248,76,144,1,0,1,0,10.0,3
1446,0.11,0.12,0.1,248,78,144,1,0,1,0,10.0,3
1447,0.14,0.08,0.14,248,76,146,1,0,1,0,10.0,3
1448,0.08,0.12,0.19,248,76,144,0,0,1,0,10.0,3
1449,0.17,0.08,0.19,248,76,140,0,0,1,0,10.0,3
1450,0.2,0.07,0.12,248,74,138,1,0,1,0,15.0,3
1451,0.24,0.09,0.11,246,74,136,0,0,1,0,15.0,3
1452,0.2,0.09,0.09,246,74,138,1,0,1,0,15.0,3
1453,0.19,0.07,0.11,246,74,138,1,0,1,0,15.0,3
1454,0.16,0.08,0.05,246,74,138,1,0,1,0,15.0,3
1455,0.17,-0.05,0.14,246,74,138,0,0,1,0,15.0,3
1456,0.16,0.03,0.13,246,74,138,1,0,1,0,10.0,3
1457,0.17,0.07,0.11,246,74,138,1,0,1,0,10.0,3
1458,0.13,0.13,0.06,246,74,136,0,0,1,0,10.0,3
1459,0.22,0.17,0.09,246,74,134,0,0,1,0,10.0,3
1460,0.17,0.08,0.11,246,74,138,0,0,1,0,10.0,3
1461,0.3,0.11,-0.02,246,76,140,1,0,1,0,10.0,3
1462,0.21,0.02,0.15,246,74,136,0,0,1,0,10.0,3
1463,0.23,0.0,0.08,246,74,134,0,0,1,0,10.0,3
1464,0.1,0.13,0.1,246,74,134,0,0,1,0,10.0,3
1465,0.17,0.05,0.16,246,76,136,0,0,1,0,10.0,3
1466,0.1,0.11,0.15,246,76,140,0,0,1,0,10.0,3
1467,0.15,0.01,0.12,248,78,142,0,0,1,0,10.0,3
1468,0.21,0.01,0.16,248,80,148,0,0,1,0,10.0,3
1469,0.09,0.12,0.08,248,80,152,0,0,1,0,15.0,3
1470,0.12,0.04,0.12,248,80,150,0,0,1,0,15.0,3
1471,0.18,0.01,0.15,248,80,152,0,0,1,0,15.0,3
1472,0.14,0.08,0.07,248,80,152,1,0,1,0,15.0,3
1473,0.13,0.06,0.11,248,80,150,0,0,1,0,10.0,3
1474,0.23,0.13,0.06,248,80,148,1,0,1,0,10.0,3
1475,0.15,0.02,0.18,248,76,142,1,0,1,0,15.0,3
1476,0.12,0.12,0.08,248,76,140,0,0,1,0,10.0,3
1477,0.14,0.09,0.11,246,76,140,0,0,1,0,10.0,3
1478,0.25,0.03,0.08,246,76,140,0,0,1,0,10.0,3
1479,0.2,0.12,0.16,246,76,138,0,0,1,0,10.0,3
1480,0.16,0.07,0.13,246,76,140,0,0,1,0,10.0,3
1481,0.15,0.02,0.13,248,76,142,1,0,1,0,10.0,3
1482,0.15,0.07,0.09,248,80,150,1,0,1,0,10.0,3
1483,0.13,0.1,0.05,248,78,146,0,0,1,0,10.0,3
1484,0.04,0.13,0.06,248,78,146,1,0,1,0,10.0,3
1485,0.19,0.03,0.13,248,80,146,0,0,1,0,10.0,3
1486,0.08,0.02,0.11,248,78,150,1,0,1,0,10.0,3
1487,0.19,0.07,0.02,248,78,148,1,0,1,0,10.0,3
1488,0.07,0.12,0.07,248,80,150,0,0,1,0,10.0,3
1489,0.12,0.0,0.07,248,80,150,1,0,1,0,10.0,3
1490,0.12,0.02,0.13,248,80,150,1,0,1,0,10.0,3
1491,0.09,0.06,0.16,248,80,150,0,0,1,0,10.0,3
1492,0.11,0.02,0.05,248,80,150,1,1,1,0,10.0,3
1493,0.2,0.09,0.0,246,50,148,1,1,2,0,10.0,3
1494,0.14,0.1,0.23,246,50,146,1,1,2,0,10.0,3
1495,0.07,0.19,0.08,246,440,146,1,1,2,0,15.0,3
1496,0.09,0.13,0.06,308,470,146,1,1,2,0,15.0,3
1497,0.14,0.17,0.08,308,486,144,1,1,2,0,15.0,3
1498,0.11,0.09,0.05,310,490,144,0,1,2,0,15.0,3
1499,0.14,0.16,0.07,310,496,144,0,1,2,0,15.0,3
1500,0.12,0.24,0.08,310,496,148,1,1,2,0,10.0,3
1501,0.09,0.13,-0.02,312,496,148,1,1,2,0,10.0,3
1502,0.05,0.15,0.02,312,498,148,0,1,2,0,10.0,3
1503,0.11,0.22,0.03,314,498,150,0,1,2,0,10.0,3
1504,0.15,0.29,0.13,314,498,148,1,0,2,0,10.0,3
1505,0.17,0.27,0.03,314,496,144,0,0,2,0,15.0,3
1506,0.16,0.2,0.05,314,496,144,1,0,2,0,15.0,3
1507,0.1,0.27,0.15,314,496,144,0,0,2,0,10.0,3
1508,0.18,0.21,0.17,314,498,146,1,0,2,0,10.0,3
1509,0.15,0.18,0.11,314,498,146,0,0,2,0,10.0,3
1510,0.21,0.25,0.06,314,498,150,0,0,2,0,10.0,3
1511,0.03,0.23,0.2,318,496,152,0,0,2,0,15.0,3
1512,0.12,0.22,0.07,318,498,156,0,1,2,0,15.0,3
1513,0.07,0.26,0.05,320,502,162,1,1,2,0,15.0,3
1514,0.14,0.19,0.19,320,500,162,0,1,2,0,15.0,3
1515,0.14,0.27,0.0,318,498,160,1,1,2,0,15.0,3
1516,0.23,0.2,0.07,320,498,160,1,0,2,0,15.0,3
1517,0.16,0.26,-0.02,318,498,158,0,0,2,0,15.0,3
1518,0.17,0.32,0.09,318,498,158,0,0,2,0,20.0,3
1519,0.24,0.31,0.03,318,498,158,1,0,2,0,20.0,3
1520,0.19,0.3,0.11,320,498,160,1,1,2,0,20.0,3
1521,0.18,0.3,0.04,320,498,156,1,1,2,0,25.0,3
1522,0.19,0.32,0.06,318,498,150,1,0,2,0,20.0,3
1523,0.2,0.27,-0.02,320,498,150,1,0,2,0,25.0,3
1524,0.21,0.38,0.01,320,498,152,0,0,2,0,25.0,3
1525,0.09,0.36,-0.02,320,498,152,0,0,2,0,25.0,3
1526,0.13,0.26,0.09,320,498,152,1,0,2,0,20.0,3
1527,0.27,0.39,0.14,320,498,150,1,0,2,0,25.0,3
1528,0.03,0.44,0.16,320,498,146,1,0,2,0,35.0,3
1529,0.18,0.34,0.09,318,498,148,1,0,2,0,35.0,3
1530,0.14,0.37,0.08,318,496,150,1,0,2,0,40.0,3
1531,0.1,0.35,0.15,318,498,152,0,0,2,0,40.0,3
1532,0.13,0.42,0.13,318,498,154,1,0,2,0,40.0,3
1533,0.18,0.3,0.12,320,498,156,1,1,2,0,40.0,3
1534,0.26,0.36,0.09,320,498,160,0,0,2,0,45.0,3
1535,0.2,0.47,0.05,320,498,160,0,0,2,0,55.0,3
1536,0.24,0.36,0.06,320,498,160,1,0,2,0,55.0,3
1537,0.14,0.44,0.16,320,494,154,0,0,2,0,55.0,3
1538,0.21,0.33,0.28,320,498,154,1,0,2,0,65.0,3
1539,0.17,0.45,0.19,320,498,158,1,1,2,0,60.0,3
1540,0.19,0.47,0.04,320,498,160,0,0,2,0,65.0,3
1541,0.19,0.42,0.13,320,496,158,1,0,2,0,65.0,3
1542,0.24,0.4,0.1,320,496,158,1,0,2,0,70.0,3
1543,0.2,0.4,0.18,320,498,158,0,1,2,0,75.0,3
1544,0.14,0.37,0.17,320,498,160,1,0,2,0,85.0,3
1545,0.15,0.32,0.14,320,498,160,1,0,2,0,75.0,3
1546,0.25,0.35,0.19,320,496,150,1,0,2,0,80.0,3
1547,0.14,0.33,0.19,320,498,154,0,0,2,0,75.0,3
1548,0.19,0.32,0.21,320,498,154,0,0,2,0,85.0,3
1549,0.1,0.39,0.15,320,498,154,0,0,2,0,90.0,3
1550,0.14,0.32,0.19,320,498,160,0,0,2,0,90.0,3
1551,0.14,0.45,0.14,320,498,158,0,0,2,0,95.0,3
1552,0.14,0.43,0.16,320,498,150,0,0,2,0,95.0,3
1553,0.08,0.36,0.17,320,492,148,0,0,2,0,105.0,3
1554,0.14,0.29,0.07,320,492,150,0,0,2,0,105.0,3
1555,0.18,0.33,0.16,320,492,152,1,0,2,0,105.0,3
1556,0.15,0.35,0.11,320,492,156,1,0,2,0,105.0,3
1557,0.15,0.29,0.07,320,496,160,0,0,2,0,110.0,3
1558,0.05,0.27,0.06,320,494,160,1,1,2,0,110.0,3
1559,0.18,0.24,0.14,320,498,160,0,1,2,0,110.0,3
1560,0.04,0.21,0.18,320,498,154,0,1,2,0,110.0,3
1561,0.14,0.22,0.11,320,498,154,0,0,2,0,105.0,3
1562,0.19,0.32,0.12,320,498,154,0,0,2,0,110.0,3
1563,0.2,0.36,0.17,320,498,156,0,0,2,0,110.0,3
1564,0.05,0.27,0.09,320,498,160,1,0,2,0,120.0,3
1565,0.15,0.3,0.19,320,506,162,1,1,2,0,115.0,3
1566,0.16,0.35,0.03,324,506,162,1,0,2,0,120.0,3
1567,0.1,0.39,0.14,322,506,164,1,1,2,0,110.0,3
1568,0.07,0.23,-0.01,322,506,162,1,1,2,0,80.0,3
1569,0.06,0.21,0.05,322,506,164,1,0,2,0,60.0,3
1570,0.06,0.24,0.1,324,506,166,1,0,2,0,50.0,3
1571,0.04,0.25,0.14,324,506,168,0,0,2,0,35.0,3
1572,0.06,0.26,0.14,324,506,170,0,0,2,0,40.0,3
1573,0.06,0.3,0.14,324,506,166,0,0,2,0,35.0,3
1574,0.08,0.14,0.12,324,508,166,0,0,2,0,30.0,3
1575,0.13,0.2,0.17,324,508,166,0,0,2,0,30.0,3
1576,0.09,0.24,0.16,324,506,164,1,0,2,0,45.0,3
1577,0.04,0.15,0.05,324,506,164,0,0,2,0,55.0,3
1578,0.13,0.12,0.03,324,504,162,1,0,2,0,55.0,3
1579,0.08,0.23,0.1,322,504,162,0,0,2,0,60.0,3
1580,0.07,0.26,0.08,322,504,162,1,0,2,0,55.0,3
1581,0.19,0.25,0.1,322,506,164,1,0,2,0,60.0,3
1582,0.11,0.2,0.11,322,506,164,1,0,2,0,70.0,3
1583,-0.01,0.3,0.13,322,506,166,0,0,2,0,75.0,3
1584,0.06,0.22,0.14,322,500,166,0,0,2,0,75.0,3
1585,0.01,0.17,0.14,322,502,166,0,0,2,0,75.0,3
1586,-0.01,0.2,0.17,324,506,170,1,1,2,0,80.0,3
1587,0.12,0.17,0.07,324,506,168,0,0,2,0,85.0,3
1588,0.1,0.2,-0.06,322,506,166,1,0,2,0,85.0,3
1589,0.1,0.19,0.03,322,504,162,1,0,2,0,90.0,3
1590,0.08,0.15,0.2,322,504,160,1,0,2,0,80.0,3
1591,0.12,0.19,0.1,322,502,162,0,0,2,0,80.0,3
1592,0.02,0.21,0.18,322,502,160,0,0,2,0,75.0,3
1593,0.03,0.12,0.13,320,502,162,0,0,2,0,80.0,3
1594,0.0,0.24,0.01,320,502,162,0,0,2,0,80.0,3
1595,0.12,0.18,0.09,322,502,164,0,0,2,0,85.0,3
1596,0.04,0.13,-0.01,322,504,162,0,0,2,0,90.0,3
1597,0.14,0.18,0.05,322,504,164,0,1,2,0,100.0,3
1598,0.16,0.23,-0.02,322,506,168,0,1,2,0,90.0,3
1599,0.14,0.22,0.1,322,500,166,0,0,2,0,85.0,3
1600,0.07,0.41,0.01,322,500,168,1,1,2,0,85.0,3
1601,0.07,0.6,0.1,324,498,168,1,1,2,0,85.0,3
1602,0.19,0.75,0.09,324,500,170,1,0,2,0,80.0,3
1603,0.14,0.73,0.1,324,502,172,1,0,2,0,75.0,3
1604,0.1,0.87,0.14,324,502,174,0,0,2,0,80.0,3
1605,0.1,0.94,0.09,326,502,174,0,0,2,0,75.0,3
1606,0.07,0.96,0.06,326,500,170,0,0,2,0,75.0,3
1607,0.15,0.93,0.12,324,498,168,1,0,2,0,80.0,3
1608,0.14,1.08,0.06,324,498,166,1,0,2,0,70.0,3
1609,0.07,1.09,0.05,322,498,166,1,0,2,0,80.0,3
1610,0.13,1.08,0.08,324,498,166,0,0,2,0,80.0,3
1611,0.14,1.13,0.01,322,498,168,1,0,2,0,85.0,3
1612,0.01,1.06,0.07,322,498,168,0,1,2,0,75.0,3
1613,0.02,1.02,0.06,322,498,166,1,0,2,0,75.0,3
1614,0.2,1.13,-0.04,322,498,166,0,0,2,0,75.0,3
1615,0.01,1.1,0.01,322,498,166,1,0,2,0,80.0,3
